URL,VCS,info_found,branch,revision,prism_version,last_update_date
http://127.0.0.1:8000/vcs_info/public/,git,True,master: Your branch is up to date with 'origin/master'.,6e6e822003f40635a4dc4fe267844de6dcfc445d,5.0.0,"2020-09-02 17:20:30 +0600
"
